time_elapsed,nupdates,eprewmean,approxkl,clipfrac,total_timesteps,explained_variance,value_loss,fps,eplenmean,serial_timesteps,policy_loss,policy_entropy
15.476159572601318,1,nan,0.0009820969,0.012939453,4096,0.03178441524505615,0.004983434,264,nan,4096,-0.0012269082,1.9449768
27.511587142944336,2,nan,0.0010108695,0.020833334,8192,-0.0638655424118042,0.0009897613,342,nan,8192,-0.0013209279,1.9418169
39.60186409950256,3,nan,0.00091886305,0.021809896,12288,-0.1314300298690796,0.0024135627,338,nan,12288,-0.0007063376,1.9325136
52.678717374801636,4,nan,0.0018705736,0.07299805,16384,0.06271672248840332,0.0010879982,313,nan,16384,-0.0014869684,1.9328681
64.55364155769348,5,nan,0.0002455151,8.138021e-05,20480,-0.26764023303985596,0.0016571758,344,nan,20480,-0.000312863,1.9359185
76.79881238937378,6,nan,0.00074977614,0.018554688,24576,-0.3700089454650879,0.0015692384,334,nan,24576,-0.001655863,1.9399496
